	TF	Target	Sources	PMIDs	N	Factor / Gene Name
7801	NR4A1	RNF7	TRRUST	22159226	1	NR4A1 / RNF7
7802	ETS2	EGR1	TRRUST	9207063	1	ETS2 / EGR1
7803	E2F1	MAP1LC3B	TFacTs	|19657746	2	E2F1 / MAP1LC3B
7804	HNF1B	SOAT2	PAZAR	15961790	1	HNF1B / SOAT2
7805	RELA	MCL1	TRRUST	18223231|18761050|19303700	3	RELA / MCL1
7806	GCM1	PGF	TRRUST	18160678	1	GCM1 / PGF
7807	NR1I2	PLEKHG2	HTRI	19129222	1	NR1I2 / PLEKHG2
7808	RARA	MPO	PAZAR	8662930	1	RARA / MPO
7809	E2F6	RBBP4	HTRI|TFacTs	12909625||12909625	2	E2F6 / RBBP4
7810	JUN	ACTA1	ORegAnno|PAZAR|TRRUST	1460048|1460048|1460048	1	JUN / ACTA1
7811	RELA	BACE1	TRRUST	17385716	1	RELA / BACE1
7812	E2F1	CBX5	HTRI	12629508	1	E2F1 / CBX5
7813	TP73	TERT	TFacTs|TRRUST	|16234237|16205639	3	TP73 / TERT
7814	JUN	IL6	TRRUST	20225236|10542237|11120852	3	JUN / IL6
7815	USF2	CTSD	TRRUST	9731700	1	USF2 / CTSD
7816	ESR2	FEN1	HTRI	20034404	1	ESR2 / FEN1
7817	IRF1	VCAM1	TRRUST	15265939|22182512	2	IRF1 / VCAM1
7818	ATF3	DDIT3	TRRUST	22753726	1	ATF3 / DDIT3
7819	USF1	CD40LG	TRRUST	12663664	1	USF1 / CD40LG
7820	MYC	ACYP2	HTRI	12747840	1	MYC / ACYP2
7821	TFAP4	CDKN1A	TRRUST	19270520	1	TFAP4 / CDKN1A
7822	NF1	GNRH1	TRRUST	15319450	1	NF1 / GNRH1
7823	MYOG	MYEF2	TRRUST	1656214	1	MYOG / MYEF2
7824	E2F5	MYC	Fastforward|TRRUST	12150994|17132729	2	E2F5 / MYC
7825	NR1I2	PSAP	HTRI	19129222	1	NR1I2 / PSAP
7826	NR1I2	AURKB	HTRI	19129222	1	NR1I2 / AURKB
7827	JUN	JUN	Fastforward|TRRUST	1542579|8346217|8355696|12145210|19806201|12446786|1339344|10022869|9502786|19671687	10	JUN / JUN
7828	SMAD3	TERT	TFacTs|TRRUST	|17881189|20842112|16785237	4	SMAD3 / TERT
7829	AR	KLF5	TRRUST	19460858	1	AR / KLF5
7830	OTX2	TYR	TRRUST	22259223	1	OTX2 / TYR
7831	CIITA	HLA-DOA	TRRUST	11823510	1	CIITA / HLA-DOA
7832	CLOCK	PER1	TRRUST	17994337|22750052|17660446|20551151|21479263	5	CLOCK / PER1
7833	FOXA1	ABCA1	TRRUST	24807696	1	FOXA1 / ABCA1
7834	ING4	CDKN1B	TRRUST	20707719|18399550	2	ING4 / CDKN1B
7835	ZNF24	PDGFRB	TRRUST	20510677	1	ZNF24 / PDGFRB
7836	SP1	TF	TRRUST	8548503	1	SP1 / TF
7837	EZH2	HDAC1	TRRUST	20132185	1	EZH2 / HDAC1
7838	FOXF2	CXCL12	TRRUST	19562724	1	FOXF2 / CXCL12
7839	JUND	CD40LG	HTRI|TRRUST	11160303|11160303	1	JUND / CD40LG
7840	MAF	IL5	TRRUST	16498264	1	MAF / IL5
7841	SPI1	BTK	PAZAR|TRRUST	8934542|10362515	2	SPI1 / BTK
7842	ESR1	JUN	TRRUST	11477071|10037443	2	ESR1 / JUN
7843	HDAC5	YY1	TRRUST	18632988	1	HDAC5 / YY1
7844	SOX2	MMP3	TRRUST	22184093	1	SOX2 / MMP3
7845	CREB1	NDC80	TRRUST	17822787	1	CREB1 / NDC80
7846	HNF4A	FABP2	HTRI|TRRUST	17343826|17343826	1	HNF4A / FABP2
7847	FOSL2	BCL6	TRRUST	22493372	1	FOSL2 / BCL6
7848	CEBPA	IL6	TRRUST	11975924	1	CEBPA / IL6
7849	WT1	AR	TRRUST	11299720	1	WT1 / AR
7850	YBX1	KPNA2	TRRUST	20596676	1	YBX1 / KPNA2
7851	SP1	MUC6	TRRUST	15979574	1	SP1 / MUC6
7852	TFAP2A	SMPD1	HTRI	10224156	1	TFAP2A / SMPD1
7853	FOS	BCL2L1	TRRUST	16911523	1	FOS / BCL2L1
7854	BACH1	MMP1	TRRUST	21873975	1	BACH1 / MMP1
7855	EP300	ALB	TFacTs	|15598887	2	EP300 / ALB
7856	GLI1	S100A7	TRRUST	16880536	1	GLI1 / S100A7
7857	BRPF1	MEAF6	TRRUST	18794358	1	BRPF1 / MEAF6
7858	LEF1	CASP4	TFacTs	15979100	1	LEF1 / CASP4
7859	SP3	MAOB	HTRI|TRRUST	15024015|11259630|11259630	2	SP3 / MAOB
7860	TAL1	PLCG1	HTRI	20028976	1	TAL1 / PLCG1
7861	HIF1A	EGLN3	TRRUST	15156561	1	HIF1A / EGLN3
7862	CEBPA	CSF3R	TRRUST	10453008	1	CEBPA / CSF3R
7863	ESR2	TRIP10	HTRI	20034404	1	ESR2 / TRIP10
7864	TCF7L2	KRT1	TFacTs	12200448	1	TCF7L2 / KRT1
7865	NR1H3	ABCG1	HTRI|TFacTs|TRRUST	11500512||19258656|16141411|18580406	5	NR1H3 / ABCG1
7866	HEY1	GATA6	TRRUST	16199874	1	HEY1 / GATA6
7867	RARG	RARG	Fastforward	1320193	1	RARG / RARG
7868	KLF4	KLF4	Fastforward	12087155	1	KLF4 / KLF4
7869	GATA1	CCR3	HTRI|TRRUST	21041734|22217447	2	GATA1 / CCR3
7870	SREBF1	HMGCS1	TFacTs	|9651391	2	SREBF1 / HMGCS1
7871	SP3	PHOX2A	Fastforward	11549713	1	SP3 / PHOX2A
7872	HIF1A	HBEGF	TRRUST	22641673	1	HIF1A / HBEGF
7873	CREB1	IL6	TRRUST	8725624	1	CREB1 / IL6
7874	CREB5	ATP6V0E1	TRRUST	21132541	1	CREB5 / ATP6V0E1
7875	REL	TNFAIP3	TRRUST	11880364	1	REL / TNFAIP3
7876	CREB5	RDX	TRRUST	21132541	1	CREB5 / RDX
7877	SP2	DNMT3A	TRRUST	15362956	1	SP2 / DNMT3A
7878	STAT1	STAT1	Fastforward	11909852	1	STAT1 / STAT1
7879	CREB1	HPGD	TRRUST	10650939	1	CREB1 / HPGD
7880	SP1	PTN	TRRUST	10962555	1	SP1 / PTN
7881	ELF1	ERBB2	TRRUST	7914192	1	ELF1 / ERBB2
7882	BRCA1	CTSD	TRRUST	11244506	1	BRCA1 / CTSD
7883	STAT1	CD40	PAZAR|TRRUST	10823830|10823830|15182726	2	STAT1 / CD40
7884	YY1	DKC1	ORegAnno	22951020	1	YY1 / DKC1
7885	MYC	ATP5S	HTRI	12747840	1	MYC / ATP5S
7886	CTNNB1	PPARD	TRRUST	17724465	1	CTNNB1 / PPARD
7887	HOXA9	ARHGEF1	TRRUST	17379095	1	HOXA9 / ARHGEF1
7888	E2F1	BNIP3	TFacTs	|19088195	2	E2F1 / BNIP3
7889	CREB1	FOXA1	TRRUST	22577344	1	CREB1 / FOXA1
7890	HDAC3	GCM1	TRRUST	16528103	1	HDAC3 / GCM1
7891	FOXO3	BNIP3L	TFacTs	|12351634	2	FOXO3 / BNIP3L
7892	E2F4	CATSPER2P1	ORegAnno	22951020	1	E2F4 / CATSPER2P1
7893	HDAC1	CD82	TRRUST	19182791	1	HDAC1 / CD82
7894	RELA	F8	TRRUST	10959692	1	RELA / F8
7895	JUN	PENK	TRRUST	7935470	1	JUN / PENK
7896	USF2	PF4	TRRUST	15187018	1	USF2 / PF4
7897	E2F1	MYB	Fastforward|TRRUST	10567569|8137237	2	E2F1 / MYB
7898	NFATC1	CD3G	TRRUST	15879122|16219537	2	NFATC1 / CD3G
7899	USF1	SLC1A3	TRRUST	14713304	1	USF1 / SLC1A3
7900	TP53	NKX3-1	TRRUST	17202838	1	TP53 / NKX3-1
7901	SP1	CIC	TRRUST	18706393	1	SP1 / CIC
7902	MYC	MYCN	Fastforward	2669755	1	MYC / MYCN
7903	PHB2	BTG2	TRRUST	19117054	1	PHB2 / BTG2
7904	TP63	ME3	HTRI	17521434	1	TP63 / ME3
7905	GATA1	CDC6	TRRUST	22871742	1	GATA1 / CDC6
7906	FOXO3	TNFAIP8	TFacTs	|12351634	2	FOXO3 / TNFAIP8
7907	CDX2	ABCB1	TRRUST	20699370	1	CDX2 / ABCB1
7908	NFATC2	TNF	PAZAR	12560487	1	NFATC2 / TNF
7909	HIC1	STAT3	TRRUST	24067369	1	HIC1 / STAT3
7910	HOXA9	SHOX	TRRUST	23028966	1	HOXA9 / SHOX
7911	JUN	PTN	TRRUST	16199533	1	JUN / PTN
7912	ZXDA	CDKN2A	HTRI	19340300	1	ZXDA / CDKN2A
7913	E2F2	PPP1R13B	TFacTs	|15731768	2	E2F2 / PPP1R13B
7914	NR3C1	CRH	PAZAR	8833660|9099914	2	NR3C1 / CRH
7915	TP53	SIVA1	TRRUST	15105421	1	TP53 / SIVA1
7916	SREBF2	PLA2G6	TFacTs	|15450207	2	SREBF2 / PLA2G6
7917	ZEB2	GJB2	ORegAnno|PAZAR	16314317|16314317	1	ZEB2 / GJB2
7918	TAL1	TRAF3	HTRI	20028976	1	TAL1 / TRAF3
7919	ERG	MYC	Fastforward	18542058	1	ERG / MYC
7920	RELA	GKN2	TRRUST	17595528	1	RELA / GKN2
7921	RELA	TFF1	TRRUST	17565651	1	RELA / TFF1
7922	SP1	RORA	TRRUST	14742449	1	SP1 / RORA
7923	ELK1	PSEN1	TRRUST	12750007	1	ELK1 / PSEN1
7924	REST	AR	TRRUST	24163104	1	REST / AR
7925	MYB	CDO1	TRRUST	18033314	1	MYB / CDO1
7926	REST	GRIN1	TRRUST	10640675|12887696|15950782	3	REST / GRIN1
7927	SOX2	DKK1	TRRUST	22015605	1	SOX2 / DKK1
7928	TBR1	RELN	TRRUST	19165920	1	TBR1 / RELN
7929	HIF1A	VHL	TRRUST	12205091|15962286|17140440	3	HIF1A / VHL
7930	ZNF143	PCYT1A	TRRUST	14702349	1	ZNF143 / PCYT1A
7931	ERG	CRISP3	TRRUST	21814574	1	ERG / CRISP3
7932	TBP	FOS	TRRUST	15767669	1	TBP / FOS
7933	HDAC2	CD1D	TRRUST	22419072	1	HDAC2 / CD1D
7934	TFAP2A	SPRY2	TRRUST	14644509	1	TFAP2A / SPRY2
7935	HNF1A	CYP3A4	HTRI|ORegAnno|PAZAR	14742674|14742674|14742674	1	HNF1A / CYP3A4
7936	NFKB1	TBP	TRRUST	9023117	1	NFKB1 / TBP
7937	JUND	IL6	TRRUST	11337499	1	JUND / IL6
7938	SRF	FOS	HTRI|Fastforward|TRRUST	1902475|1322499|1339307|1425594|1508214|1639071|1722028|1756729|1898992|2108863|2492906|2786995|7958835|8386592|8417320|1328862|1655570|1901946|2062642|2110922|2162966|2200737|2493627|3071491|3320962|3524858|3561415|8065325|10319327|10829028|11015205|11387340|12242287|1460057|1596533|2494661|2501661|2710114|7789331|7791774|7798940|8604338|8668149|8835393|9545312|10742173|9734357|11846562|2200737|2493627	48	SRF / FOS
7939	TP53	ING1	TRRUST	16465410	1	TP53 / ING1
7940	HES1	E2F1	TFacTs|TRRUST	|15467735|15467735	2	HES1 / E2F1
7941	ING4	CCND1	TRRUST	18399550	1	ING4 / CCND1
7942	RELA	MIA	HTRI	12665595	1	RELA / MIA
7943	SIRT1	NDRG1	TRRUST	16314423	1	SIRT1 / NDRG1
7944	YY1	TSIX	TRRUST	18458536	1	YY1 / TSIX
7945	E2F1	AURKB	TRRUST	15033491	1	E2F1 / AURKB
7946	APEX1	CCL2	TRRUST	17045925	1	APEX1 / CCL2
7947	TCF7L2	HECA	TRRUST	22100912	1	TCF7L2 / HECA
7948	TP53	GGH	HTRI	16980608	1	TP53 / GGH
7949	EGR1	GDNF	TRRUST	9729303	1	EGR1 / GDNF
7950	MECP2	TFF1	TRRUST	15870696	1	MECP2 / TFF1
7951	TCF7L2	BAMBI	TFacTs	pmid: 14660579|pmid: 12782598	2	TCF7L2 / BAMBI
7952	NR1H3	FABP2	HTRI	17396233	1	NR1H3 / FABP2
7953	SP3	SCT	HTRI|TRRUST	15118068|15118068	1	SP3 / SCT
7954	HSF1	JUN	TRRUST	24127737	1	HSF1 / JUN
7955	SP1	CLDN3	TRRUST	17986852	1	SP1 / CLDN3
7956	HOXA4	TH	TRRUST	12670698	1	HOXA4 / TH
7957	SP3	ALOX12	TRRUST	9164849	1	SP3 / ALOX12
7958	PCGF2	ZEB1	TRRUST	23474752	1	PCGF2 / ZEB1
7959	ATF4	SIRT1	TRRUST	22363646|21801305	2	ATF4 / SIRT1
7960	RFX5	IFNG	TRRUST	12968017	1	RFX5 / IFNG
7961	E2F4	DLEU1	HTRI	11799066	1	E2F4 / DLEU1
7962	CEBPB	RUNX2	Fastforward	17579210	1	CEBPB / RUNX2
7963	SP1	NDUFV1	TRRUST	17786189	1	SP1 / NDUFV1
7964	MAX	HNF1A	Fastforward	10891489	1	MAX / HNF1A
7965	ZBTB16	MPL	PAZAR	12242665	1	ZBTB16 / MPL
7966	KLF4	HSPA8	TRRUST	18379898	1	KLF4 / HSPA8
7967	HDAC4	ATF4	TRRUST	24308964	1	HDAC4 / ATF4
7968	CEBPA	SMYD2	HTRI	17242690	1	CEBPA / SMYD2
7969	NR1I2	DDX60L	HTRI	19129222	1	NR1I2 / DDX60L
7970	ESR1	SERPINE1	TRRUST	15217907	1	ESR1 / SERPINE1
7971	NEUROD1	INSM1	Fastforward	12890672	1	NEUROD1 / INSM1
7972	CEBPA	HSD17B11	TRRUST	21549806	1	CEBPA / HSD17B11
7973	TP63	NR3C1	HTRI|PAZAR	17521434|17521434	1	TP63 / NR3C1
7974	GLI2	MYC	TFacTs	|14691458	2	GLI2 / MYC
7975	NF1	DDB1	TRRUST	12527763	1	NF1 / DDB1
7976	VHL	ANGPT2	TRRUST	12434420	1	VHL / ANGPT2
7977	SP1	CYP17A1	TRRUST	11379008|11463853	2	SP1 / CYP17A1
7978	JUN	CREM	TRRUST	21757709	1	JUN / CREM
7979	ELK1	TNFRSF10B	TRRUST	21044953	1	ELK1 / TNFRSF10B
7980	ETS1	CR1	TRRUST	10533284	1	ETS1 / CR1
7981	SP1	MPG	TRRUST	10563836	1	SP1 / MPG
7982	ZBTB17	CDKN2B	TRRUST	22000024	1	ZBTB17 / CDKN2B
7983	SMARCA4	CDKN1A	TRRUST	14729964	1	SMARCA4 / CDKN1A
7984	EGR1	ABCB1	TRRUST	11488907|7565762|10392899|10860921	4	EGR1 / ABCB1
7985	TCF4	ABCB1	TRRUST	20459685	1	TCF4 / ABCB1
7986	CEBPA	SLC10A1	TRRUST	11031103	1	CEBPA / SLC10A1
7987	NR2F2	TFAP2A	TRRUST	20195529	1	NR2F2 / TFAP2A
7988	GLI2	JAG1	TFacTs	|14691458	2	GLI2 / JAG1
7989	EP300	WT1	TRRUST	15752709|18064385	2	EP300 / WT1
7990	PA2G4	KLK3	TRRUST	16254079	1	PA2G4 / KLK3
7991	TFAP2A	MMP2	HTRI|TRRUST	10506168|10506168|10589685|19853299|19939245|20145123	5	TFAP2A / MMP2
7992	NFIL3	APP	TRRUST	22947103	1	NFIL3 / APP
7993	E2F5	MT1G	HTRI	15735762	1	E2F5 / MT1G
7994	HDAC5	FGF2	TRRUST	19351956	1	HDAC5 / FGF2
7995	HMGA1	BRCA1	TRRUST	12640109|16007157	2	HMGA1 / BRCA1
7996	CBX7	CCNE1	TRRUST	22214847	1	CBX7 / CCNE1
7997	STAT1	MUC1	Fastforward|ORegAnno|TRRUST	11084045|22951020|17151127	3	STAT1 / MUC1
7998	NFKB1	CYP1A1	TRRUST	19928584	1	NFKB1 / CYP1A1
7999	RELA	CCND1	HTRI|TRRUST	18226221|10409765|10464245|11861406|15756023|15856023|17407600|18341653|19263436|22306268|18566231|12894581|16453001|17673602|17944672|18184402|19766095|20103608|20538607	19	RELA / CCND1
8000	NFKB1	EGFR	HTRI|TRRUST	14678988|17881446|14678988	2	NFKB1 / EGFR
8001	ZNF148	ITGAM	PAZAR	12393719	1	ZNF148 / ITGAM
8002	ETS1	FLT1	TFacTs|TRRUST	|16861237|10554042	3	ETS1 / FLT1
8003	TP53	PML	TRRUST	14992722	1	TP53 / PML
8004	GLI2	JUN	TRRUST	19219074	1	GLI2 / JUN
8005	IRF2	CASP8	HTRI	17036321	1	IRF2 / CASP8
8006	SP1	TFF1	HTRI	15541729|15987735|18543253	3	SP1 / TFF1
8007	SP1	TGFBR2	TRRUST	10982796|11687969	2	SP1 / TGFBR2
8008	AR	GTF2F1	TRRUST	9238003	1	AR / GTF2F1
8009	SMAD3	LTBP4	TRRUST	23741501	1	SMAD3 / LTBP4
8010	HIVEP2	HLA-F	TRRUST	1409593	1	HIVEP2 / HLA-F
8011	STAT3	JUNB	TRRUST	17204573	1	STAT3 / JUNB
8012	ZFP36	HIF1A	TRRUST	19962963	1	ZFP36 / HIF1A
8013	MEN1	CDKN2C	TRRUST	10523037	1	MEN1 / CDKN2C
8014	ETS1	MUC5AC	HTRI	18676374	1	ETS1 / MUC5AC
8015	SPI1	ZNF300	HTRI|TRRUST	20471086|20471086	1	SPI1 / ZNF300
8016	MYCN	HSD17B7	HTRI	16093321	1	MYCN / HSD17B7
8017	SP1	TMPO	TRRUST	19747485	1	SP1 / TMPO
8018	IRF1	IL10	PAZAR|TRRUST	12817009|12817009	1	IRF1 / IL10
8019	USF1	EXT1	TRRUST	22037484	1	USF1 / EXT1
8020	SHOX	FGFR3	TRRUST	21273290	1	SHOX / FGFR3
8021	ETS1	CCND1	TFacTs	|19499154	2	ETS1 / CCND1
8022	CTNNB1	NT5E	TFacTs	15149841	1	CTNNB1 / NT5E
8023	ESR2	CAPN2	HTRI	19376833	1	ESR2 / CAPN2
8024	NANOG	DKK1	TRRUST	19148141	1	NANOG / DKK1
8025	NR4A1	CYP17A1	TRRUST	20083153	1	NR4A1 / CYP17A1
8026	MYC	RPL3	HTRI|TFacTs	12747840||12747840|11983916|14519204	4	MYC / RPL3
8027	NFKB1	PPIG	TRRUST	19928584	1	NFKB1 / PPIG
8028	PRDM1	LMO2	TRRUST	21722313	1	PRDM1 / LMO2
8029	TP53	IGF1R	TRRUST	12444079|17097318|11001824|17600529	4	TP53 / IGF1R
8030	GLI2	BRD2	TFacTs	|14691458	2	GLI2 / BRD2
8031	TP53	TFAP2A	Fastforward	16636674	1	TP53 / TFAP2A
8032	LDB1	BMP7	TRRUST	17452977	1	LDB1 / BMP7
8033	SMARCA1	CDKN2A	TRRUST	14604992	1	SMARCA1 / CDKN2A
8034	ATM	IGF1R	TRRUST	11172010	1	ATM / IGF1R
8035	ZBTB17	CDKN1A	TRRUST	16142238|22000024	2	ZBTB17 / CDKN1A
8036	MITF	TRPM1	TFacTs|TRRUST	|1999537|19067971|14744763|15577322|20482673	6	MITF / TRPM1
8037	TFAP2A	CD82	TRRUST	15580298	1	TFAP2A / CD82
8038	EZH2	SSTR1	TRRUST	22144423	1	EZH2 / SSTR1
8039	AR	FOXA1	TRRUST	12750453	1	AR / FOXA1
8040	NFKB1	MMP1	TRRUST	16278291|16385502|11376631|16210649	4	NFKB1 / MMP1
8041	HNF1B	HNF4A	Fastforward	11585914|16479257	2	HNF1B / HNF4A
8042	NFKB1	CRMP1	HTRI|TRRUST	18782567|18782567	1	NFKB1 / CRMP1
8043	LEF1	CD1D	TRRUST	20363964|15100293	2	LEF1 / CD1D
8044	SP1	GATA3	TRRUST	15486968	1	SP1 / GATA3
8045	MYC	TGFB3	HTRI	12695333	1	MYC / TGFB3
8046	ZEB1	CDH1	TRRUST	19839049|12161443|15311212|23743934|22147512	5	ZEB1 / CDH1
8047	SATB1	IL5	TRRUST	20522714	1	SATB1 / IL5
8048	RELA	PTPN13	TRRUST	11696979|16306044	2	RELA / PTPN13
8049	E2F4	CDK2	TRRUST	22447046	1	E2F4 / CDK2
8050	MYC	FASN	HTRI|TFacTs	12695333||14519204	3	MYC / FASN
8051	JUND	SOX4	TRRUST	23482931	1	JUND / SOX4
8052	MYC	MTERF1	HTRI	12747840	1	MYC / MTERF1
8053	GLI2	CDC7	TFacTs	|14691458	2	GLI2 / CDC7
8054	TP63	SPPL2A	HTRI	17521434	1	TP63 / SPPL2A
8055	SP1	PSIP1	TRRUST	22019592|23386123	2	SP1 / PSIP1
8056	PBX2	VCP	TRRUST	19356220	1	PBX2 / VCP
8057	NR2E3	RHO	TRRUST	19898638	1	NR2E3 / RHO
8058	SOX9	AMH	TRRUST	11097782|9774680	2	SOX9 / AMH
8059	CTCF	ATXN7	TRRUST	21689595	1	CTCF / ATXN7
8060	TCF4	NOTUM	TRRUST	18429952	1	TCF4 / NOTUM
8061	POU2AF1	ID2	TRRUST	24801987	1	POU2AF1 / ID2
8062	EGR1	HIF1A	HTRI|TRRUST	18506761|18506761	1	EGR1 / HIF1A
8063	CIITA	RAB4B	TRRUST	17175541	1	CIITA / RAB4B
8064	SP1	BDKRB1	TRRUST	10842322	1	SP1 / BDKRB1
8065	USF1	SCYL1	TRRUST	12663664	1	USF1 / SCYL1
8066	AHR	CYP1B1	HTRI|TRRUST	17785579|12801909|16115918|19287966|12376470|19376845|21742528|24299737	8	AHR / CYP1B1
8067	NR3C1	VEGFD	HTRI	18199540	1	NR3C1 / VEGFD
8068	MYC	GPR4	HTRI	12695333	1	MYC / GPR4
8069	PPARG	PLIN2	TRRUST	11420178|16403437|17322100|19571381	4	PPARG / PLIN2
8070	HDAC3	TLR9	TRRUST	25194054	1	HDAC3 / TLR9
8071	RELA	ALOX5AP	TRRUST	20194722	1	RELA / ALOX5AP
8072	E2F1	TOP2A	TRRUST	11313881	1	E2F1 / TOP2A
8073	MYC	HNRNPD	TFacTs	|11983916	2	MYC / HNRNPD
8074	SPI1	ELANE	PAZAR|TRRUST	9689920|2873055|14732495|16247445	4	SPI1 / ELANE
8075	STAT3	CHI3L1	TRRUST	21953450	1	STAT3 / CHI3L1
8076	EGR1	SOX18	Fastforward|TRRUST	20054233|20054233	1	EGR1 / SOX18
8077	GLI2	MMP10	TFacTs	|14691458	2	GLI2 / MMP10
8078	NFKBIA	MMP3	TRRUST	11376631	1	NFKBIA / MMP3
8079	E2F4	POLD1	TFacTs	pazar_ABS|11799067	2	E2F4 / POLD1
8080	CEBPA	GLS2	TFacTs	12444921	1	CEBPA / GLS2
8081	CEBPD	POU5F1	TRRUST	15284209	1	CEBPD / POU5F1
8082	ZNF335	REST	TRRUST	23178126	1	ZNF335 / REST
8083	NR1I2	PLEK2	HTRI	19129222	1	NR1I2 / PLEK2
8084	JUN	CDKN1A	TRRUST	18094076|21278055	2	JUN / CDKN1A
8085	CEBPZ	APC	TRRUST	15087381	1	CEBPZ / APC
8086	CEBPB	MT-CO2	HTRI|ORTI	18367585|	2	CEBPB / MT-CO2
8087	STAT3	TWIST2	TRRUST	17909010	1	STAT3 / TWIST2
8088	RELA	SDC1	TRRUST	16132527	1	RELA / SDC1
8089	ZEB1	AR	HTRI|TRRUST	19921427|19921427|22391641	2	ZEB1 / AR
8090	NR2F2	ACADM	PAZAR	9580705	1	NR2F2 / ACADM
8091	POU1F1	REN	TRRUST	8914017	1	POU1F1 / REN
8092	STAT6	SELP	TRRUST	10364072	1	STAT6 / SELP
8093	USF1	FCER1A	TRRUST	11180124	1	USF1 / FCER1A
8094	SMARCA1	CD44	TRRUST	14604992	1	SMARCA1 / CD44
8095	GATA1	HBB	HTRI|ORegAnno|TRRUST	2461328|15358512|3243278|22951020|15833715|20564185	6	GATA1 / HBB
8096	BRD7	BRD2	TRRUST	12600283	1	BRD7 / BRD2
8097	STAT3	AKAP12	TRRUST	22584896	1	STAT3 / AKAP12
8098	ERG	ICAM1	TRRUST	22235125	1	ERG / ICAM1
8099	NFKB1	GCLC	TRRUST	11233143	1	NFKB1 / GCLC
8100	SIRT2	CDKN1A	TRRUST	14522900	1	SIRT2 / CDKN1A
8101	ATF3	PENK	TRRUST	7935470	1	ATF3 / PENK
8102	PPARA	UGT1A9	TRRUST	12582161	1	PPARA / UGT1A9
8103	RELA	CXCL10	TRRUST	16982926|20164184|24701034|16818736|19479051|24257594	6	RELA / CXCL10
8104	GABPA	BRCA1	Fastforward	10773883|12637547	2	GABPA / BRCA1
8105	NFYB	CCND2	TRRUST	9339900	1	NFYB / CCND2
8106	HDAC9	ESR1	TRRUST	19185986	1	HDAC9 / ESR1
8107	RARA	ICAM1	TRRUST	1355009	1	RARA / ICAM1
8108	PKNOX1	PTPN6	TRRUST	20864515	1	PKNOX1 / PTPN6
8109	YBX1	CCNC	TRRUST	20596676	1	YBX1 / CCNC
8110	MEF2C	VEGFA	TRRUST	18450586	1	MEF2C / VEGFA
8111	SNAI2	JAG1	TRRUST	20509143	1	SNAI2 / JAG1
8112	GATA3	SLC24A3	HTRI	19559773	1	GATA3 / SLC24A3
8113	HSF1	HSPA1B	TRRUST	20692357	1	HSF1 / HSPA1B
8114	HNF4A	EPO	HTRI	7891708	1	HNF4A / EPO
8115	NFKBIA	CD58	TRRUST	9733827	1	NFKBIA / CD58
8116	ATF4	NUPR1	TRRUST	19946894	1	ATF4 / NUPR1
8117	CTNNB1	MYCBP	TFacTs	15979100	1	CTNNB1 / MYCBP
8118	XBP1	PTGER4	TRRUST	23300802	1	XBP1 / PTGER4
8119	CTCF	CT45A6	ORegAnno	22951020	1	CTCF / CT45A6
8120	ZNF189	CDKN2A	HTRI	19340300	1	ZNF189 / CDKN2A
8121	FOSB	TGFB1	TRRUST	10843986	1	FOSB / TGFB1
8122	AR	EP300	TRRUST	22334658	1	AR / EP300
8123	STAT3	HIF1A	TRRUST	17597020|18644974|19265129|23991099	4	STAT3 / HIF1A
8124	CREB5	STAT1	TRRUST	21132541	1	CREB5 / STAT1
8125	MYCN	CIITA	TRRUST	12107114	1	MYCN / CIITA
8126	NR3C2	ATP1B1	HTRI|TRRUST	9694812|9694812|11216640	2	NR3C2 / ATP1B1
8127	NR3C2	EGFR	TRRUST	17692454	1	NR3C2 / EGFR
8128	NR3C1	PPIG	TRRUST	20482443	1	NR3C1 / PPIG
8129	GLI2	VAV3	TFacTs	|14691458	2	GLI2 / VAV3
8130	POU1F1	TSHB	TRRUST	7529501|12655183|16901973|9167960|9207961	5	POU1F1 / TSHB
8131	YY1	KAT6A	ORegAnno	22951020	1	YY1 / KAT6A
8132	SP3	STAT1	Fastforward	14654702	1	SP3 / STAT1
8133	BRCA1	IRF9	TRRUST	12212615	1	BRCA1 / IRF9
8134	HOXA13	CDKN2A	HTRI	19340300	1	HOXA13 / CDKN2A
8135	PML	UBA7	TRRUST	11891284	1	PML / UBA7
8136	TFAP4	MDM2	TRRUST	19505873	1	TFAP4 / MDM2
8137	ATF1	CIITA	Fastforward	12218128	1	ATF1 / CIITA
8138	AR	CRISP3	TRRUST	11223178	1	AR / CRISP3
8139	GLI1	SH3GLB1	TFacTs	|11719506	2	GLI1 / SH3GLB1
8140	FOXO1	B4GALT3	TFacTs	|18301748	2	FOXO1 / B4GALT3
8141	POU2F1	LCT	HTRI|PAZAR|TRRUST	20960210|16301215|16301215|20960210	2	POU2F1 / LCT
8142	E2F4	EFHC1	HTRI	11799066	1	E2F4 / EFHC1
8143	KLF4	RARA	TRRUST	19531492	1	KLF4 / RARA
8144	NFKB1	IL23A	TRRUST	17569750|17707233	2	NFKB1 / IL23A
8145	RELA	CFI	TRRUST	10630630	1	RELA / CFI
8146	FOXO1	TIMP3	TFacTs	|16690806	2	FOXO1 / TIMP3
8147	RFXAP	HLA-DOA	TRRUST	11258423	1	RFXAP / HLA-DOA
8148	RELA	TRAF1	TRRUST	11297551|17018379|19343319|9733827|10823821|14991743|17673602	7	RELA / TRAF1
8149	WT1	SNAI2	TRRUST	17430890	1	WT1 / SNAI2
