TF	Target	Sources	PMIDs	N
MDM4	TP53	TRRUST	11528400|17499002|17875722|19910468	4
FOXO1	TNFSF10	TFacTs|TRRUST	|15632117|12351634|23630076	4
JUND	ST7	ORegAnno	22951020	1
HSF1	HSPA1A	TRRUST	17897941|20692357|23212905|23874968	4
MYBL2	MYBL2	TRRUST	15922873	1
SP1	FOS	HTRI|Fastforward|TRRUST	9528985|8475068|10478842|9528985|9528985	3
SMAD4	APOC3	TFacTs|TRRUST	10995777|10995777	1
PROX1	AKT2	TRRUST	22982861	1
RELA	ABCA1	TRRUST	17135302	1
SP1	LDHC	TRRUST	18930904	1
VDR	CDKN1B	HTRI|TRRUST	15064717|16518840	2
DAXX	AIRE	TRRUST	20185822	1
BRCA1	MDC1	TRRUST	22942284	1
HDAC9	STAT6	TRRUST	21106524	1
ONECUT1	FOXA2	Fastforward	17283222|9915796	2
STAT4	IRF4	Fastforward	14581002	1
NEUROD1	IGFBP2	HTRI	19679880	1
WT1	IGF2	HTRI|TRRUST	8634146|1323141|7535092|8634146|10606246	4
IRF9	IRF7	Fastforward	10924517	1
CEBPA	TNFRSF1A	HTRI	19523687	1
MYOD1	SLC9A2	TRRUST	11254504	1
GATA2	C4orf46	ORegAnno	22951020	1
EZH2	BRCA1	TRRUST	21406404	1
GATA2	TFR2	ORegAnno	22951020	1
IRF1	IFNA13	TRRUST	12077266	1
E2F1	KIF23	HTRI|TFacTs	19015243||19015243	2
SP4	ASS1	TRRUST	19934275	1
HDAC3	MYC	TRRUST	19279113|23079660|23714368	3
TP53	BTG3	TRRUST	18590053	1
FOSB	CXCL8	TRRUST	20826776	1
ID2	CDKN1A	TFacTs	|17639499	2
ETS1	NDRG1	TRRUST	18381358	1
STAT3	CSRP1	TRRUST	8621622|18292576	2
E2F1	FBXL16	TFacTs	|20043084	2
RARA	TPO	HTRI	14725900	1
YY1	GLG1	ORegAnno	22951020	1
SREBF1	CYP4F2	TFacTs	|17142457	2
LEF1	E2F1	TFacTs	|17980157	2
SP1	ITGAX	HTRI|TRRUST	8649405|7678251|8649405	2
HNF1A	GPR39	TRRUST	17488974	1
SP1	SLC25A20	TRRUST	21130740	1
E2F4	DDX11	HTRI	11799066	1
HIF1A	GCK	TRRUST	14612449	1
NFE2	TBXA2R	HTRI|TRRUST	18698092|18698092	1
HIF1A	E2F3	TRRUST	20308562	1
AR	CDH1	TRRUST	18794357	1
E2F1	NELL2	TRRUST	23829315	1
STAT1	IRF8	TRRUST	16918696|19074829	2
GCM2	PTH	TRRUST	20558332	1
NFKB1	TRAF1	TRRUST	11297551|17018379|19343319|9733827|10823821|14991743|17673602	7
ESR2	PENK	HTRI	20034404	1
RELA	MADCAM1	TRRUST	15483224	1
PGR	ESR1	HTRI|TRRUST	19147702|16982776	2
SOX9	HES1	TRRUST	19322650	1
MYC	BSG	HTRI	12695333	1
GATA3	EPHA7	HTRI	19559773	1
MTA1	SMAD7	TRRUST	22841502	1
HDAC10	TXNIP	TRRUST	20680488	1
MBD2	KLK10	TRRUST	21693597	1
MYC	MUC5B	HTRI	12695333	1
USF1	CYP1A1	TRRUST	9388470	1
JUN	LDHA	TRRUST	9723176	1
E2F1	RAD51	HTRI|TFacTs|TRRUST	12629508||16398215|23285190	4
FOXO3	SCG5	TFacTs	18239069	1
PARP1	IFNAR1	TRRUST	19501422	1
FOSL1	GCLC	HTRI|TRRUST	11912197|16054171	2
SNAI2	MMP17	TRRUST	20019845	1
SMAD3	ANKRD1	TFacTs	11139470	1
GATA3	NRCAM	HTRI	19735555	1
TBX5	GJA5	TRRUST	18451335	1
POU1F1	VDR	TRRUST	17456792	1
RELA	SERPINA3	TRRUST	11027208	1
APC	PTGS2	TRRUST	10772828|12566320|11396184	3
RELA	PROX1	TRRUST	19901262	1
LBP	IL4	PAZAR	10973979	1
NFKB1	OLR1	TRRUST	15001526	1
HOXB7	DAPK1	TRRUST	17540169	1
TFDP1	TP53	Fastforward|TRRUST	8524253|8557038	2
ATF3	ADIPOR1	TRRUST	20696134	1
ZEB1	BCL6	TRRUST	20175752	1
GLI2	TNC	TFacTs	|14691458	2
PPARG	ATP2A2	TRRUST	22240811	1
CIITA	HLA-DMA	TRRUST	9300700|7495736	2
E2F2	BRCA1	HTRI	17106239	1
E2F1	PPARG	TFacTs|TRRUST	|12110166|12110166|20971808	3
KAT2B	CLOCK	TRRUST	14645221	1
RELA	TLR3	TRRUST	20658750|16423052	2
EP300	RELA	TRRUST	21146504	1
JARID2	MYH6	TRRUST	18805276	1
RFX5	HLA-F	HTRI	14678199	1
HNF1A	ST6GAL1	TFacTs	|1737800	2
NFATC2	IFNG	TRRUST	12836278	1
HDAC1	HMGCS1	TRRUST	12626711	1
MYC	YWHAE	TFacTs	|11983916	2
ATF5	ID1	TRRUST	18701499	1
E2F8	E2F1	TRRUST	18202719	1
HIF1A	CCND1	TRRUST	20179204	1
CTCF	CSF2	TRRUST	19158269	1
JUN	PCK2	TRRUST	1325459	1
NFE2L2	MTHFR	TRRUST	16551619	1
POU2AF1	IGH	TRRUST	1423591	1
USF1	HOXB4	HTRI|Fastforward|TRRUST	11085749|11085749|12791656|11085749	2
HNF1A	G6PC	ORegAnno	15933209	1
GATA3	RHOH	HTRI	19559773	1
FOXA2	COL18A1	TRRUST	11093745	1
GATA2	GATA1	TRRUST	23071749|19279013	2
NFYB	HBB	TRRUST	15833715	1
NCOR1	ESR1	TRRUST	20101232	1
HDAC2	CAD	TRRUST	14559996	1
GLI2	PI3	TFacTs	|14691458	2
NME1-NME2	MYC	Fastforward	2601711|8392752	2
MYC	PEX14	HTRI	12747840	1
MYC	ODC1	HTRI|TRRUST	19789310|8262968|21874531|8262968|19789310	3
NR0B1	CYP19A1	TRRUST	12213901|22427816	2
FOS	BATF3	TRRUST	12087103	1
HDAC5	WT1	TRRUST	18064385	1
NAB1	MSLN	TRRUST	23025254	1
AHR	IL6	TRRUST	20511231|18483242|23349129	3
E2F1	PPT2	HTRI	12629508	1
GATA3	SLIT2	HTRI	19559773	1
SRF	FHL2	TRRUST	22456196	1
MYC	ARF1	HTRI	12695333	1
APEX1	NFKB1	TRRUST	17045925	1
MYC	UNG	TFacTs	|9490791	2
SKI	SMAD7	HTRI	15128733	1
GATA3	RING1	HTRI	19559773	1
RELA	PDK4	TRRUST	21625432	1
APC	KLF4	TRRUST	12387883	1
SP1	RETN	TRRUST	20360975	1
AR	NAT1	TRRUST	17210686	1
NFYA	FMR1	HTRI	16886907	1
RELA	CCND2	TRRUST	18504428|21790895	2
MBD2	MYOG	TRRUST	19949307	1
SP1	CDC25A	TFacTs	|16598773	2
MYC	PKP1	HTRI	12695333	1
SP1	RPS3A	TRRUST	12463423	1
EGR1	STMN1	TRRUST	19786090	1
NFKB1	TNFSF10	TRRUST	11544302|20542572|21243522	3
CDKN2A	FANCD2	TFacTs	18438432	1
STAT4	IL2RA	TRRUST	10068671	1
HIF1A	VIM	TRRUST	22295844	1
E2F1	CDCA7	TRRUST	16580749	1
CREM	ZAP70	TRRUST	16237091	1
AR	HMMR	TRRUST	18174258	1
AR	MYC	TRRUST	24512546	1
CTCF	DMKN	ORegAnno	22951020	1
WT1	CDH1	TRRUST	23298185|23945386	2
E2F4	CDT1	TFacTs	|14990995	2
HSF1	SERPINE1	TRRUST	17259369|19401454	2
HDAC1	RHOB	TRRUST	13679859	1
SFPQ	TH	TRRUST	16731528	1
STAT1	MED16	ORegAnno	22951020	1
GLI2	FOXE1	TFacTs|TRRUST	|14691458|15367491|15140221|19360354	5
TFAP2C	RET	TRRUST	22878616	1
MSC	CDC6	TRRUST	15213307	1
PREB	PRL	TRRUST	20411477	1
STAT3	STAT1	TRRUST	22693070	1
MYC	PER1	HTRI	12695333	1
SP1	KIT	HTRI|TRRUST	9834219|9834219	1
HDAC2	SNAI2	TRRUST	23836662	1
TTF2	TSG101	TRRUST	21556761	1
AR	CDH2	ORTI|TRRUST	17297473|17297473|18535113	2
HDAC1	NFKB1	TRRUST	24448807	1
MTA1	SNAI2	TRRUST	18719363	1
NR1I2	GLDC	HTRI	19129222	1
NPAS3	VGF	TRRUST	21709683	1
EZH2	TP53	TRRUST	20132185|24006445	2
CEBPA	ITGAX	TRRUST	9360988	1
FOXA1	BRCA1	TRRUST	16331276	1
CEBPD	PRL	TRRUST	10455153	1
PPARG	YBX1	Fastforward	15313206	1
MITF	HIF1A	Fastforward|TRRUST	15983061|22012259	2
SOX2	ITGA6	TRRUST	22311737	1
RARB	ADH5	HTRI|TRRUST	1996113|1996113	1
CREB1	SMAD6	TRRUST	14755548	1
SP3	MUC4	TRRUST	11418607	1
EHMT2	RUNX3	TRRUST	18850007	1
RBPJ	NFKBIA	Fastforward	9528780|7937093	2
STAT1	SMARCA4	TRRUST	16195385	1
PTTG1	DOCK1	TRRUST	22081074	1
NR4A1	RNF7	TRRUST	22159226	1
ETS2	EGR1	TRRUST	9207063	1
E2F1	MAP1LC3B	TFacTs	|19657746	2
HNF1B	SOAT2	PAZAR	15961790	1
RELA	MCL1	TRRUST	18223231|18761050|19303700	3
GCM1	PGF	TRRUST	18160678	1
NR1I2	PLEKHG2	HTRI	19129222	1
RARA	MPO	PAZAR	8662930	1
E2F6	RBBP4	HTRI|TFacTs	12909625||12909625	2
JUN	ACTA1	ORegAnno|PAZAR|TRRUST	1460048|1460048|1460048	1
RELA	BACE1	TRRUST	17385716	1
E2F1	CBX5	HTRI	12629508	1
TP73	TERT	TFacTs|TRRUST	|16234237|16205639	3
JUN	IL6	TRRUST	20225236|10542237|11120852	3
USF2	CTSD	TRRUST	9731700	1
ESR2	FEN1	HTRI	20034404	1
IRF1	VCAM1	TRRUST	15265939|22182512	2
ATF3	DDIT3	TRRUST	22753726	1
USF1	CD40LG	TRRUST	12663664	1
MYC	ACYP2	HTRI	12747840	1
TFAP4	CDKN1A	TRRUST	19270520	1
NF1	GNRH1	TRRUST	15319450	1
MYOG	MYEF2	TRRUST	1656214	1
E2F5	MYC	Fastforward|TRRUST	12150994|17132729	2
NR1I2	PSAP	HTRI	19129222	1
NR1I2	AURKB	HTRI	19129222	1
JUN	JUN	Fastforward|TRRUST	1542579|8346217|8355696|12145210|19806201|12446786|1339344|10022869|9502786|19671687	10
SMAD3	TERT	TFacTs|TRRUST	|17881189|20842112|16785237	4
AR	KLF5	TRRUST	19460858	1
OTX2	TYR	TRRUST	22259223	1
CIITA	HLA-DOA	TRRUST	11823510	1
CLOCK	PER1	TRRUST	17994337|22750052|17660446|20551151|21479263	5
FOXA1	ABCA1	TRRUST	24807696	1
ING4	CDKN1B	TRRUST	20707719|18399550	2
ZNF24	PDGFRB	TRRUST	20510677	1
SP1	TF	TRRUST	8548503	1
EZH2	HDAC1	TRRUST	20132185	1
FOXF2	CXCL12	TRRUST	19562724	1
JUND	CD40LG	HTRI|TRRUST	11160303|11160303	1
MAF	IL5	TRRUST	16498264	1
SPI1	BTK	PAZAR|TRRUST	8934542|10362515	2
ESR1	JUN	TRRUST	11477071|10037443	2
HDAC5	YY1	TRRUST	18632988	1
SOX2	MMP3	TRRUST	22184093	1
CREB1	NDC80	TRRUST	17822787	1
HNF4A	FABP2	HTRI|TRRUST	17343826|17343826	1
FOSL2	BCL6	TRRUST	22493372	1
CEBPA	IL6	TRRUST	11975924	1
WT1	AR	TRRUST	11299720	1
YBX1	KPNA2	TRRUST	20596676	1
SP1	MUC6	TRRUST	15979574	1
TFAP2A	SMPD1	HTRI	10224156	1
FOS	BCL2L1	TRRUST	16911523	1
BACH1	MMP1	TRRUST	21873975	1
EP300	ALB	TFacTs	|15598887	2
GLI1	S100A7	TRRUST	16880536	1
BRPF1	MEAF6	TRRUST	18794358	1
LEF1	CASP4	TFacTs	15979100	1
SP3	MAOB	HTRI|TRRUST	15024015|11259630|11259630	2
TAL1	PLCG1	HTRI	20028976	1
HIF1A	EGLN3	TRRUST	15156561	1
CEBPA	CSF3R	TRRUST	10453008	1
ESR2	TRIP10	HTRI	20034404	1
TCF7L2	KRT1	TFacTs	12200448	1
NR1H3	ABCG1	HTRI|TFacTs|TRRUST	11500512||19258656|16141411|18580406	5
HEY1	GATA6	TRRUST	16199874	1
RARG	RARG	Fastforward	1320193	1
KLF4	KLF4	Fastforward	12087155	1
GATA1	CCR3	HTRI|TRRUST	21041734|22217447	2
SREBF1	HMGCS1	TFacTs	|9651391	2
SP3	PHOX2A	Fastforward	11549713	1
HIF1A	HBEGF	TRRUST	22641673	1
CREB1	IL6	TRRUST	8725624	1
CREB5	ATP6V0E1	TRRUST	21132541	1
REL	TNFAIP3	TRRUST	11880364	1
CREB5	RDX	TRRUST	21132541	1
SP2	DNMT3A	TRRUST	15362956	1
STAT1	STAT1	Fastforward	11909852	1
CREB1	HPGD	TRRUST	10650939	1
SP1	PTN	TRRUST	10962555	1
ELF1	ERBB2	TRRUST	7914192	1
BRCA1	CTSD	TRRUST	11244506	1
STAT1	CD40	PAZAR|TRRUST	10823830|10823830|15182726	2
YY1	DKC1	ORegAnno	22951020	1
MYC	ATP5S	HTRI	12747840	1
CTNNB1	PPARD	TRRUST	17724465	1
HOXA9	ARHGEF1	TRRUST	17379095	1
E2F1	BNIP3	TFacTs	|19088195	2
CREB1	FOXA1	TRRUST	22577344	1
HDAC3	GCM1	TRRUST	16528103	1
FOXO3	BNIP3L	TFacTs	|12351634	2
E2F4	CATSPER2P1	ORegAnno	22951020	1
HDAC1	CD82	TRRUST	19182791	1
RELA	F8	TRRUST	10959692	1
JUN	PENK	TRRUST	7935470	1
USF2	PF4	TRRUST	15187018	1
E2F1	MYB	Fastforward|TRRUST	10567569|8137237	2
NFATC1	CD3G	TRRUST	15879122|16219537	2
USF1	SLC1A3	TRRUST	14713304	1
TP53	NKX3-1	TRRUST	17202838	1
SP1	CIC	TRRUST	18706393	1
MYC	MYCN	Fastforward	2669755	1
PHB2	BTG2	TRRUST	19117054	1
TP63	ME3	HTRI	17521434	1
GATA1	CDC6	TRRUST	22871742	1
FOXO3	TNFAIP8	TFacTs	|12351634	2
CDX2	ABCB1	TRRUST	20699370	1
NFATC2	TNF	PAZAR	12560487	1
HIC1	STAT3	TRRUST	24067369	1
HOXA9	SHOX	TRRUST	23028966	1
JUN	PTN	TRRUST	16199533	1
ZXDA	CDKN2A	HTRI	19340300	1
E2F2	PPP1R13B	TFacTs	|15731768	2
NR3C1	CRH	PAZAR	8833660|9099914	2
TP53	SIVA1	TRRUST	15105421	1
SREBF2	PLA2G6	TFacTs	|15450207	2
ZEB2	GJB2	ORegAnno|PAZAR	16314317|16314317	1
TAL1	TRAF3	HTRI	20028976	1
ERG	MYC	Fastforward	18542058	1
RELA	GKN2	TRRUST	17595528	1
RELA	TFF1	TRRUST	17565651	1
SP1	RORA	TRRUST	14742449	1
ELK1	PSEN1	TRRUST	12750007	1
REST	AR	TRRUST	24163104	1
MYB	CDO1	TRRUST	18033314	1
REST	GRIN1	TRRUST	10640675|12887696|15950782	3
SOX2	DKK1	TRRUST	22015605	1
TBR1	RELN	TRRUST	19165920	1
HIF1A	VHL	TRRUST	12205091|15962286|17140440	3
ZNF143	PCYT1A	TRRUST	14702349	1
ERG	CRISP3	TRRUST	21814574	1
TBP	FOS	TRRUST	15767669	1
HDAC2	CD1D	TRRUST	22419072	1
TFAP2A	SPRY2	TRRUST	14644509	1
HNF1A	CYP3A4	HTRI|ORegAnno|PAZAR	14742674|14742674|14742674	1
NFKB1	TBP	TRRUST	9023117	1
JUND	IL6	TRRUST	11337499	1
SRF	FOS	HTRI|Fastforward|TRRUST	1902475|1322499|1339307|1425594|1508214|1639071|1722028|1756729|1898992|2108863|2492906|2786995|7958835|8386592|8417320|1328862|1655570|1901946|2062642|2110922|2162966|2200737|2493627|3071491|3320962|3524858|3561415|8065325|10319327|10829028|11015205|11387340|12242287|1460057|1596533|2494661|2501661|2710114|7789331|7791774|7798940|8604338|8668149|8835393|9545312|10742173|9734357|11846562|2200737|2493627	48
TP53	ING1	TRRUST	16465410	1
HES1	E2F1	TFacTs|TRRUST	|15467735|15467735	2
ING4	CCND1	TRRUST	18399550	1
RELA	MIA	HTRI	12665595	1
SIRT1	NDRG1	TRRUST	16314423	1
YY1	TSIX	TRRUST	18458536	1
E2F1	AURKB	TRRUST	15033491	1
APEX1	CCL2	TRRUST	17045925	1
TCF7L2	HECA	TRRUST	22100912	1
TP53	GGH	HTRI	16980608	1
EGR1	GDNF	TRRUST	9729303	1
MECP2	TFF1	TRRUST	15870696	1
TCF7L2	BAMBI	TFacTs	pmid: 14660579|pmid: 12782598	2
NR1H3	FABP2	HTRI	17396233	1
SP3	SCT	HTRI|TRRUST	15118068|15118068	1
HSF1	JUN	TRRUST	24127737	1
SP1	CLDN3	TRRUST	17986852	1
HOXA4	TH	TRRUST	12670698	1
SP3	ALOX12	TRRUST	9164849	1
PCGF2	ZEB1	TRRUST	23474752	1
ATF4	SIRT1	TRRUST	22363646|21801305	2
RFX5	IFNG	TRRUST	12968017	1
E2F4	DLEU1	HTRI	11799066	1
CEBPB	RUNX2	Fastforward	17579210	1
SP1	NDUFV1	TRRUST	17786189	1
MAX	HNF1A	Fastforward	10891489	1
ZBTB16	MPL	PAZAR	12242665	1
KLF4	HSPA8	TRRUST	18379898	1
HDAC4	ATF4	TRRUST	24308964	1
CEBPA	SMYD2	HTRI	17242690	1
NR1I2	DDX60L	HTRI	19129222	1
ESR1	SERPINE1	TRRUST	15217907	1
NEUROD1	INSM1	Fastforward	12890672	1
CEBPA	HSD17B11	TRRUST	21549806	1
TP63	NR3C1	HTRI|PAZAR	17521434|17521434	1
GLI2	MYC	TFacTs	|14691458	2
NF1	DDB1	TRRUST	12527763	1
VHL	ANGPT2	TRRUST	12434420	1
SP1	CYP17A1	TRRUST	11379008|11463853	2
JUN	CREM	TRRUST	21757709	1
ELK1	TNFRSF10B	TRRUST	21044953	1
ETS1	CR1	TRRUST	10533284	1
SP1	MPG	TRRUST	10563836	1
ZBTB17	CDKN2B	TRRUST	22000024	1
SMARCA4	CDKN1A	TRRUST	14729964	1
EGR1	ABCB1	TRRUST	11488907|7565762|10392899|10860921	4
TCF4	ABCB1	TRRUST	20459685	1
CEBPA	SLC10A1	TRRUST	11031103	1
NR2F2	TFAP2A	TRRUST	20195529	1
GLI2	JAG1	TFacTs	|14691458	2
EP300	WT1	TRRUST	15752709|18064385	2
PA2G4	KLK3	TRRUST	16254079	1
TFAP2A	MMP2	HTRI|TRRUST	10506168|10506168|10589685|19853299|19939245|20145123	5
NFIL3	APP	TRRUST	22947103	1
E2F5	MT1G	HTRI	15735762	1
HDAC5	FGF2	TRRUST	19351956	1
HMGA1	BRCA1	TRRUST	12640109|16007157	2
CBX7	CCNE1	TRRUST	22214847	1
STAT1	MUC1	Fastforward|ORegAnno|TRRUST	11084045|22951020|17151127	3
NFKB1	CYP1A1	TRRUST	19928584	1
RELA	CCND1	HTRI|TRRUST	18226221|10409765|10464245|11861406|15756023|15856023|17407600|18341653|19263436|22306268|18566231|12894581|16453001|17673602|17944672|18184402|19766095|20103608|20538607	19
NFKB1	EGFR	HTRI|TRRUST	14678988|17881446|14678988	2
ZNF148	ITGAM	PAZAR	12393719	1
ETS1	FLT1	TFacTs|TRRUST	|16861237|10554042	3
TP53	PML	TRRUST	14992722	1
GLI2	JUN	TRRUST	19219074	1
IRF2	CASP8	HTRI	17036321	1
SP1	TFF1	HTRI	15541729|15987735|18543253	3
SP1	TGFBR2	TRRUST	10982796|11687969	2
AR	GTF2F1	TRRUST	9238003	1
SMAD3	LTBP4	TRRUST	23741501	1
HIVEP2	HLA-F	TRRUST	1409593	1
STAT3	JUNB	TRRUST	17204573	1
ZFP36	HIF1A	TRRUST	19962963	1
MEN1	CDKN2C	TRRUST	10523037	1
ETS1	MUC5AC	HTRI	18676374	1
SPI1	ZNF300	HTRI|TRRUST	20471086|20471086	1
MYCN	HSD17B7	HTRI	16093321	1
SP1	TMPO	TRRUST	19747485	1
IRF1	IL10	PAZAR|TRRUST	12817009|12817009	1
USF1	EXT1	TRRUST	22037484	1
SHOX	FGFR3	TRRUST	21273290	1
ETS1	CCND1	TFacTs	|19499154	2
CTNNB1	NT5E	TFacTs	15149841	1
ESR2	CAPN2	HTRI	19376833	1
NANOG	DKK1	TRRUST	19148141	1
NR4A1	CYP17A1	TRRUST	20083153	1
MYC	RPL3	HTRI|TFacTs	12747840||12747840|11983916|14519204	4
NFKB1	PPIG	TRRUST	19928584	1
PRDM1	LMO2	TRRUST	21722313	1
TP53	IGF1R	TRRUST	12444079|17097318|11001824|17600529	4
GLI2	BRD2	TFacTs	|14691458	2
TP53	TFAP2A	Fastforward	16636674	1
LDB1	BMP7	TRRUST	17452977	1
SMARCA1	CDKN2A	TRRUST	14604992	1
ATM	IGF1R	TRRUST	11172010	1
ZBTB17	CDKN1A	TRRUST	16142238|22000024	2
MITF	TRPM1	TFacTs|TRRUST	|1999537|19067971|14744763|15577322|20482673	6
TFAP2A	CD82	TRRUST	15580298	1
EZH2	SSTR1	TRRUST	22144423	1
AR	FOXA1	TRRUST	12750453	1
NFKB1	MMP1	TRRUST	16278291|16385502|11376631|16210649	4
HNF1B	HNF4A	Fastforward	11585914|16479257	2
NFKB1	CRMP1	HTRI|TRRUST	18782567|18782567	1
LEF1	CD1D	TRRUST	20363964|15100293	2
SP1	GATA3	TRRUST	15486968	1
MYC	TGFB3	HTRI	12695333	1
ZEB1	CDH1	TRRUST	19839049|12161443|15311212|23743934|22147512	5
SATB1	IL5	TRRUST	20522714	1
RELA	PTPN13	TRRUST	11696979|16306044	2
E2F4	CDK2	TRRUST	22447046	1
MYC	FASN	HTRI|TFacTs	12695333||14519204	3
JUND	SOX4	TRRUST	23482931	1
MYC	MTERF1	HTRI	12747840	1
GLI2	CDC7	TFacTs	|14691458	2
TP63	SPPL2A	HTRI	17521434	1
SP1	PSIP1	TRRUST	22019592|23386123	2
PBX2	VCP	TRRUST	19356220	1
NR2E3	RHO	TRRUST	19898638	1
SOX9	AMH	TRRUST	11097782|9774680	2
CTCF	ATXN7	TRRUST	21689595	1
TCF4	NOTUM	TRRUST	18429952	1
POU2AF1	ID2	TRRUST	24801987	1
EGR1	HIF1A	HTRI|TRRUST	18506761|18506761	1
CIITA	RAB4B	TRRUST	17175541	1
SP1	BDKRB1	TRRUST	10842322	1
USF1	SCYL1	TRRUST	12663664	1
AHR	CYP1B1	HTRI|TRRUST	17785579|12801909|16115918|19287966|12376470|19376845|21742528|24299737	8
NR3C1	VEGFD	HTRI	18199540	1
MYC	GPR4	HTRI	12695333	1
PPARG	PLIN2	TRRUST	11420178|16403437|17322100|19571381	4
HDAC3	TLR9	TRRUST	25194054	1
RELA	ALOX5AP	TRRUST	20194722	1
E2F1	TOP2A	TRRUST	11313881	1
MYC	HNRNPD	TFacTs	|11983916	2
SPI1	ELANE	PAZAR|TRRUST	9689920|2873055|14732495|16247445	4
STAT3	CHI3L1	TRRUST	21953450	1
EGR1	SOX18	Fastforward|TRRUST	20054233|20054233	1
GLI2	MMP10	TFacTs	|14691458	2
NFKBIA	MMP3	TRRUST	11376631	1
E2F4	POLD1	TFacTs	pazar_ABS|11799067	2
CEBPA	GLS2	TFacTs	12444921	1
CEBPD	POU5F1	TRRUST	15284209	1
ZNF335	REST	TRRUST	23178126	1
NR1I2	PLEK2	HTRI	19129222	1
JUN	CDKN1A	TRRUST	18094076|21278055	2
CEBPZ	APC	TRRUST	15087381	1
CEBPB	MT-CO2	HTRI|ORTI	18367585|	2
STAT3	TWIST2	TRRUST	17909010	1
RELA	SDC1	TRRUST	16132527	1
ZEB1	AR	HTRI|TRRUST	19921427|19921427|22391641	2
NR2F2	ACADM	PAZAR	9580705	1
POU1F1	REN	TRRUST	8914017	1
STAT6	SELP	TRRUST	10364072	1
USF1	FCER1A	TRRUST	11180124	1
SMARCA1	CD44	TRRUST	14604992	1
GATA1	HBB	HTRI|ORegAnno|TRRUST	2461328|15358512|3243278|22951020|15833715|20564185	6
BRD7	BRD2	TRRUST	12600283	1
STAT3	AKAP12	TRRUST	22584896	1
ERG	ICAM1	TRRUST	22235125	1
NFKB1	GCLC	TRRUST	11233143	1
SIRT2	CDKN1A	TRRUST	14522900	1
ATF3	PENK	TRRUST	7935470	1
PPARA	UGT1A9	TRRUST	12582161	1
RELA	CXCL10	TRRUST	16982926|20164184|24701034|16818736|19479051|24257594	6
GABPA	BRCA1	Fastforward	10773883|12637547	2
NFYB	CCND2	TRRUST	9339900	1
HDAC9	ESR1	TRRUST	19185986	1
RARA	ICAM1	TRRUST	1355009	1
PKNOX1	PTPN6	TRRUST	20864515	1
YBX1	CCNC	TRRUST	20596676	1
MEF2C	VEGFA	TRRUST	18450586	1
SNAI2	JAG1	TRRUST	20509143	1
GATA3	SLC24A3	HTRI	19559773	1
HSF1	HSPA1B	TRRUST	20692357	1
HNF4A	EPO	HTRI	7891708	1
NFKBIA	CD58	TRRUST	9733827	1
ATF4	NUPR1	TRRUST	19946894	1
CTNNB1	MYCBP	TFacTs	15979100	1
XBP1	PTGER4	TRRUST	23300802	1
CTCF	CT45A6	ORegAnno	22951020	1
ZNF189	CDKN2A	HTRI	19340300	1
FOSB	TGFB1	TRRUST	10843986	1
AR	EP300	TRRUST	22334658	1
STAT3	HIF1A	TRRUST	17597020|18644974|19265129|23991099	4
CREB5	STAT1	TRRUST	21132541	1
MYCN	CIITA	TRRUST	12107114	1
NR3C2	ATP1B1	HTRI|TRRUST	9694812|9694812|11216640	2
NR3C2	EGFR	TRRUST	17692454	1
NR3C1	PPIG	TRRUST	20482443	1
GLI2	VAV3	TFacTs	|14691458	2
POU1F1	TSHB	TRRUST	7529501|12655183|16901973|9167960|9207961	5
YY1	KAT6A	ORegAnno	22951020	1
SP3	STAT1	Fastforward	14654702	1
BRCA1	IRF9	TRRUST	12212615	1
HOXA13	CDKN2A	HTRI	19340300	1
PML	UBA7	TRRUST	11891284	1
TFAP4	MDM2	TRRUST	19505873	1
ATF1	CIITA	Fastforward	12218128	1
AR	CRISP3	TRRUST	11223178	1
GLI1	SH3GLB1	TFacTs	|11719506	2
FOXO1	B4GALT3	TFacTs	|18301748	2
POU2F1	LCT	HTRI|PAZAR|TRRUST	20960210|16301215|16301215|20960210	2
E2F4	EFHC1	HTRI	11799066	1
KLF4	RARA	TRRUST	19531492	1
NFKB1	IL23A	TRRUST	17569750|17707233	2
RELA	CFI	TRRUST	10630630	1
FOXO1	TIMP3	TFacTs	|16690806	2
RFXAP	HLA-DOA	TRRUST	11258423	1
RELA	TRAF1	TRRUST	11297551|17018379|19343319|9733827|10823821|14991743|17673602	7
WT1	SNAI2	TRRUST	17430890	1
SNAI2	SLC6A2	PAZAR	1714605	1
VDR	CD14	TRRUST	16402404	1
MYCN	TREX2	HTRI	16093321	1
STAT3	F2R	TRRUST	23504318	1
NFKB1	NFKBIZ	TRRUST	20220144	1
SNAI2	LPAR2	TRRUST	17671192	1
RBL1	CCNA2	TRRUST	8642699	1
CREB1	HLA-DQB1	TRRUST	1324879	1
SMAD3	CYP17A1	TFacTs|TRRUST	|17786540|17786540	2
MED23	TXNIP	TRRUST	12543799	1
YY1	WDR82	ORegAnno	22951020	1
ETV7	ETS1	TRRUST	22615925	1
HEY1	BMP2	TRRUST	21945409	1
E2F4	RECQL	HTRI	11799066	1
MAX	CEBPD	Fastforward	20426839	1
GATA6	VWF	TRRUST	12511565	1
MYC	NFIL3	HTRI	12747840	1
NFKB1	SERPINA3	TRRUST	11027208	1
HNF1A	FABP2	TFacTs	|18440731	2
REL	BCL2A1	TRRUST	11880364	1
NRF1	CAPNS1	TRRUST	18234454	1
STAT3	IFNAR1	TRRUST	18550668	1
ATF4	DDR2	TRRUST	20564243	1
USF2	BRCA1	TRRUST	14502648	1
